0.000000 	 0.000000 	 14.000000 	 15.000000
10.000000 	 70.000000 	 14.000000 	 15.000000
20.000000 	 4.643682 	 14.000000 	 15.278471
30.000000 	 13.097362 	 14.000000 	 15.273449
40.000000 	 21.484728 	 14.000000 	 15.304495
50.000000 	 29.736330 	 14.000000 	 15.370628
60.000000 	 37.784645 	 14.000000 	 15.470591
70.000000 	 45.565208 	 14.000000 	 15.602861
80.000000 	 53.017120 	 14.000000 	 15.765675
90.000000 	 60.083473 	 14.000000 	 15.957041
100.000000 	 66.711777 	 14.000000 	 16.174765
110.000000 	 72.854301 	 14.000000 	 16.416473
120.000000 	 78.468399 	 14.000000 	 16.679632
130.000000 	 83.516762 	 14.000000 	 16.961578
140.000000 	 87.967644 	 14.000000 	 17.259541
150.000000 	 91.795006 	 14.000000 	 17.570667
160.000000 	 94.978615 	 14.000000 	 17.892048
170.000000 	 97.504150 	 14.000000 	 18.220745
180.000000 	 99.363144 	 14.000000 	 18.553818
190.000000 	 100.000000 	 14.000000 	 18.888346
200.000000 	 100.000000 	 14.000000 	 19.219099
210.000000 	 0.000000 	 14.000000 	 19.543440
220.000000 	 100.000000 	 14.000000 	 19.435989
230.000000 	 0.000000 	 14.000000 	 19.756126
240.000000 	 0.000000 	 14.000000 	 19.644552
250.000000 	 0.000000 	 14.000000 	 19.535141
260.000000 	 100.000000 	 14.000000 	 19.427851
270.000000 	 0.000000 	 14.000000 	 19.748146
280.000000 	 0.000000 	 14.000000 	 19.636726
290.000000 	 0.000000 	 14.000000 	 19.527468
300.000000 	 100.000000 	 14.000000 	 19.420326
310.000000 	 0.000000 	 14.000000 	 19.740767
320.000000 	 0.000000 	 14.000000 	 19.629490
330.000000 	 0.000000 	 14.000000 	 19.520370
340.000000 	 100.000000 	 14.000000 	 19.413366
350.000000 	 0.000000 	 14.000000 	 19.733942
360.000000 	 0.000000 	 14.000000 	 19.622799
370.000000 	 0.000000 	 14.000000 	 19.513809
380.000000 	 100.000000 	 14.000000 	 19.406933
390.000000 	 0.000000 	 14.000000 	 19.727634
400.000000 	 0.000000 	 14.000000 	 19.616613
410.000000 	 0.000000 	 14.000000 	 19.507744
420.000000 	 100.000000 	 14.000000 	 19.400984
430.000000 	 0.000000 	 14.000000 	 19.721800
440.000000 	 0.000000 	 14.000000 	 19.610891
450.000000 	 0.000000 	 14.000000 	 19.502132
460.000000 	 100.000000 	 14.000000 	 19.395481
470.000000 	 0.000000 	 14.000000 	 19.716404
480.000000 	 0.000000 	 14.000000 	 19.605600
490.000000 	 100.000000 	 14.000000 	 19.496944
500.000000 	 0.000000 	 14.000000 	 19.815901
510.000000 	 0.000000 	 14.000000 	 19.703169
520.000000 	 0.000000 	 14.000000 	 19.592621
530.000000 	 100.000000 	 14.000000 	 19.484217
540.000000 	 0.000000 	 14.000000 	 19.803419
550.000000 	 0.000000 	 14.000000 	 19.690929
560.000000 	 0.000000 	 14.000000 	 19.580620
570.000000 	 100.000000 	 14.000000 	 19.472448
580.000000 	 0.000000 	 14.000000 	 19.791880
590.000000 	 0.000000 	 14.000000 	 19.679613
600.000000 	 0.000000 	 14.000000 	 19.569523
610.000000 	 100.000000 	 14.000000 	 19.461567
620.000000 	 0.000000 	 14.000000 	 19.781208
630.000000 	 0.000000 	 14.000000 	 19.669147
640.000000 	 0.000000 	 14.000000 	 19.559259
650.000000 	 100.000000 	 14.000000 	 19.451502
660.000000 	 0.000000 	 14.000000 	 19.771339
670.000000 	 0.000000 	 14.000000 	 19.659472
680.000000 	 0.000000 	 14.000000 	 19.549772
690.000000 	 100.000000 	 14.000000 	 19.442198
700.000000 	 0.000000 	 14.000000 	 19.762215
710.000000 	 0.000000 	 14.000000 	 19.650522
720.000000 	 0.000000 	 14.000000 	 19.540995
730.000000 	 100.000000 	 14.000000 	 19.433592
740.000000 	 0.000000 	 14.000000 	 19.753777
750.000000 	 0.000000 	 14.000000 	 19.642248
760.000000 	 0.000000 	 14.000000 	 19.532883
770.000000 	 100.000000 	 14.000000 	 19.425636
780.000000 	 0.000000 	 14.000000 	 19.745974
790.000000 	 0.000000 	 14.000000 	 19.634596
800.000000 	 0.000000 	 14.000000 	 19.525377
810.000000 	 100.000000 	 14.000000 	 19.418276
820.000000 	 0.000000 	 14.000000 	 19.738756
830.000000 	 0.000000 	 14.000000 	 19.627520
840.000000 	 0.000000 	 14.000000 	 19.518438
850.000000 	 100.000000 	 14.000000 	 19.411472
860.000000 	 0.000000 	 14.000000 	 19.732084
870.000000 	 0.000000 	 14.000000 	 19.620977
880.000000 	 0.000000 	 14.000000 	 19.512024
890.000000 	 100.000000 	 14.000000 	 19.405182
900.000000 	 0.000000 	 14.000000 	 19.725916
910.000000 	 0.000000 	 14.000000 	 19.614927
